no,항목분류,질환명(한글),질환명(영문),관련질환명,증상,원인,진단,치료
903,"내분비,영양 및 대사 질환(E00-E90)",콰시오르코르,Kwashiorkor,"단백 결핍성 소아영양 실조증,",성장지연.,단백질 결핍.,"시진, 혈액검사.",고단백치료.
904,특정 감염성 및 기생충성 질환(A00-B99),쿠루,Kuru,"전염성 해면양 뇌증,","소뇌 실조증, 안구운동 장애, 전신마비",변형 단백질,병리검사,없음
905,"내분비,영양 및 대사 질환(E00-E90)",쿠싱증후군,Cushing’s syndrome,"부신 피질 샘종(Adrenal Cortex Adenoma),뇌하수체 부신피질자극호르몬 과다 분비로 인한 부신 기능항진증(Adrenal Hyperfunction resulting from Pituitary ACTH Excess),쿠싱병(Cushing’s Disease),이소성 부신피질자극호르몬 증후군(Ectopic ACTH Syndrome),이소성 부신피질자극호르몬 증후군(Ectopic Adrenocorticotropic Hormone Syndrome),","몸무게 증가, 복부 비만, 털이 많이 남, 피부가 붉고 얇아 손상되기 쉬움, 성장지연, 월경불규칙(여성), 생식능력의 감소(남성), 고혈압 ","장기간동안 스테로이드 약물을 사용할 경우,  뇌하수체종양, 부신종양,  Ectopic ACTH 증후군으로 인해 발생","혈액검사,  소변검사(24시간 소변 유리 코르티솔 측정),  전산화단층촬영술(CT),  자기공명영상(MRI)","약물요법(히드로코티손이 일시적으로 처방 등),  방사선요법,  수술요법(경접형동 선종절제술, 부신종양 절제술) "
906,"내분비,영양 및 대사 질환(E00-E90)",쿠프스병,Kufs’ disease,"Adult neuronal ceroid lipofuscinosis,Kufs disease,Kufs disease, autosomal recessive ,","근간대성 발작, 소뇌 실조, 치매",Lysosomal storage disease,조직 검사,대증치료
907,근육골격계통 및 결합조직의 질환(M00-M99),퀄러씨 병,Kohlers disease,"족부 주상골 무혈성 괴사(Avscular necrosis of navicular bone),","동통, 부종",혈액공급 중단 및 생리적 부하,족부 방사선 검사,"진통제, 신발교정 및 보행 석고"
908,"선천 기형,변형 및 염색체 이상(Q00-Q99)",큐라리노 증후군,Currarino syndrome,"Sacral agenesis syndrome,included ,","앞엉치뼈덩이, 엉치뼈의 무형성, 항문직장기형",MNX1 유전자 돌연변이,"엉치뼈무형성, 앞엉치뼈덩이와 항문직장기형을 보이는 임상증상,  MNX1 (motor neuron and pancreas homeobox 1) 유전자 검사",각각의 기형에 따른 수술적 치료
909,"내분비,영양 및 대사 질환(E00-E90)",크라베 병,Krabbe’s disease,"갈락토세레브로시다제 결핍증(Galactocerebrosidase (GALC) Deficiency), 갈락토실세레마이드 지질증( GalactosylceramiGalactocerebrosidase (GALC) Deficiency), 크라베 백색질형성장애증( Galactosylceramide Lipidosis), 크라베형 스핑고리피드증( Krabbe’s leukodystrophy), 구상세포 백색질뇌증( Sphingolipidosis, Krabbe`s Type),갈락토세레브로시드 베타-갈락토시다아제 결핍증( Globoid Cell Leukoencephalopathy ),갈락토실세레마이드 결핍증(Galactocerebroside Beta-Galactosidase Deficiency),공세포백색질장애(Galactosylceramidase Deficiency),Leukodystrophy, Globoid Cell,","정신지체ㆍ마비ㆍ실명ㆍ난청ㆍ거짓연수마비(psuedobulbar palsy) 등의 진행성 신경계 장애, 지능과 신체발달",상염색체 열성 유전,"태아의 섬유모세포내에서 갈락토 세레브로시다제의 활성을 검사,  양수검사","대증요법,  지지요법,  유전상담"
910,근육골격계통 및 결합조직의 질환(M00-M99),크레스트증후군,CREST syndrome,"경피증,진행성 전신경화증,","피부가 단단하고 두꺼워짐, 손가락, 발가락이 부음, 관절통 및 관절 경직","작은 혈관의 이상, 섬유화, 자가면역과 함께 면역 체계의 활성화","소변검사, 폐기능검사, 식도압력측정","항섬유화 제제, 면역억제제, 항혈소판 치료, 스테로이드"
911,특정 감염성 및 기생충성 질환(A00-B99),크로이츠펠트-야콥병,Creutzfeldt-Jakob disease,"크로이츠펠트-아콥병(CJD),야콥병(Jakob`s Disease),야콥-크로이츠펠트 병(Jakob-Creutzfeldt Disease),아급성 스폰지형 뇌병증(Subacute Spongiform Encephalopathy),","기억력손상, 불면증, 시력손상, 우울증, 조음곤란증, 지남력장애, 치매, 혼미","산발성(90%), 유전적 요인(10%), 감염(드문 경우)","조직 생검, 뇌영상검사, 뇌파검사, 뇌척수액검사",대증치료
912,소화기계통의 질환(K00-K93),크론병[국소성 장염],Crohn’s disease[regional enteritis],"크론 병[국한성 창자염](Crohn’s disease),국한성 창자염(Regional Enteritis),육아종성 대장염(Granulomatous Colitis),","구토(vomiting), 발열, 복통, 설사, 식욕감퇴, 오심(nausea), 직장출혈, 체중감소",정확한 원인은 밝혀지지 않음,"혈액검사,  X-선검사,  대장내시경검사,  초음파검사,  전산화단층촬영술(CT)","약물요법(항생제, 스테로이드제제, 면역억제제, 지사제, 수액  등),  식이요법,  수술요법"
913,소화기계통의 질환(K00-K93),크론카이트-카나다 증후군,Cronkhite-Canada syndrome,"후천성 비가족성 용종증후군(Noninherited  polyposis syndrome),Allergic Granulomatous Angiitis of Cronkhite-Canada,Gastrointestinal Polyposis and Ectoderma Changes,","만성설사, 영양장애, 위장관의 용종증, 손발톱의 변화, 탈모",이 질환의 발병기전은 아직 정확히 알려져 있지 않으며 단백소실에 의한 영양부족 자체가 원인이 되기도 하고 점액분비 이상에 의해서도 발생함.," 임상적 진단, 위내시경, 대장내시경을 통한 용종의 조직 검사 ","스테로이드, 항생제,영양치료 등이 시도되었으나 아직 완치방법이 확립되지 않음"
914,"내분비,영양 및 대사 질환(E00-E90)",크롬친화세포종,Pheochromocytoma,"갈색종,","고혈압, 발작적 증상","크롬친화세포의 비정상적 증식, 일부 유전성 (관련유전자 RET, VHL) ","소변검사(카테콜아민과 그 대사물 측정),  방사선학적 검사",수술적 치료
915,"선천 기형,변형 및 염색체 이상(Q00-Q99)",크루존병,Crouzon’s disease,"크루존 병(Crouzon’s disease),크루즌 증후군 또는 크루종 증후군(Crouzon Syndrome),머리얼굴 뼈형성이상(Craniofacial Dysostosis),크루즌(종) 형 머리뼈 협착증(Craniostenosis, Crouzon Type),크루즌(종) 머리얼굴 뼈형성이상(Crouzon Craniofacial Dysostosis),","두개안면(머리와 얼굴) 뼈 형성부전, 머리뼈붙음증, 구개열, 구순열, 좁고 높은 입천장, 사시, 안구진탕증, 홍채결손, 청력 장애, 척추뼈융합, 감각신경난청 ","Fibroblast growth factor receptor-2(FGFR2)의 돌연변이,  상염색체 우성형질로 유전","X-선검사,  전산화 단층 촬영술(Computerized tomography: CT),  자기공명영상(Magnetic resonance imaging: MRI), 분자 유전학적 검사","의학전문가로 구성된 팀의 협조적인 노력이 필요의학전문가로 구성된 팀의 협조적인 노력이 필요, 수술,  수술요법,  유전상담,  대증요법(symptomatic treatment),  지지요법(supportive therapy)"
916,소화기계통의 질환(K00-K93),크리글러-나아르증후군,Crigler-Najjar syndrome,",","핵황달(빌리루빈 뇌증), 황달","상염색체 열성질환, UGT(Uridine diphosphate glycosyltransferase)의 활성저하","비포합성 고빌리루빈 혈증, UGT유전자검사","혈장교환수혈, 광선요법, 페노바비탈"
917,특정 감염성 및 기생충성 질환(A00-B99),크립토콕쿠스증,Cryptococcosis,"폐 크립토콕쿠증(Cryptococcosis Lung),피부 크립토콕쿠증(Cryptococcosis Skin),유럽인 분아균증(European Blastomycosis),효모 수막염(Torular Meningitis),크립토콕쿠스증(Torulosis),","감염이 심각해지면 뇌·요로(urinary tract)·뼈·피부로 퍼질 수 있음, 기침, 호흡기 감염, 흉통","필로바시디엘라 네오포르만스(Filobasidiella Neoformans),  크립토콕쿠스 네오포르만스(Cryptococcosis Neoformans)","혈액검사,  뇌척수액검사,  객담검사,  폐생검,  X-선검사",약물요법(항진균제)
918,"선천 기형,변형 및 염색체 이상(Q00-Q99)",큰뇌이랑증,Pachygyria,"뇌이랑비대증,뇌회결손(lissencephaly),","다양한 정도의 정신지체, 심한 경련, 주요 발달장애",태아신경 이동 과정의 장애,"임상증상, 전산화단층촬영(CT), 자기공명영상(MRI)",치료법은 없으며 증상에 따른 지지요법
919,정신 및 행동 장애(F00-F99),클라인-레빈증후군,Kleine-Levin syndrome,"Sleeping Beauty Syndrome(Sleeping Beauty Syndrome),반복성 과다수면증(recurrent hypersomnia),","반복성 과다수면증, 인지장애(96%), 섭식장애(80%), 우울감(48%), 과다성욕증",미상,"반복성 과다수면증과 인지장애, 섭식장애, 우울감, 과다성욕증, 탈억제 행동        (예: 공격성)  등 다른 증상이 함께 나타날 때 진단할 수 있다.","Amphetamine, Methylphenidate 등의 중추신경자극제나 Lithium, 선택적 세로토닌 재흡수차단제(Selective Serotonin Reuptake Inhibitor, SSRI) 등이 경험적으로 시도됨 "
920,"선천 기형,변형 및 염색체 이상(Q00-Q99)","클라인펠터증후군, 핵형 47, XXY","Klinefelter’s syndrome karyotype 47, XXY","XXY male,XXY syndrome,XXXY syndrome,XXYY syndrome,XXXXY syndrome,XXXYY syndrome,","생식샘저하증, 불임, 여성형유방증, 유방암, 승모판 탈출증, 어금니 비대","47,XXY 핵형의 성염색체이상 질환 / 부모의 생식세포 감수분열시 성염색체의 비분리현상으로 인해 발생(비모자이크형) / 수정 후 유사분열 단계에서의 성염색체 비분리현상으로 인해 발생하기도 함(모자이크형)","임상증상, 말초혈액 염색체 검사, 호르몬검사, 고환생검(고환위축, 정세관 섬유증, 무정증, 정자부족증), 심초음파 검사","남성호르몬 치료, 유방절제술"
921,"선천 기형,변형 및 염색체 이상(Q00-Q99)",클리펠-트레노우네이-베버 증후군,Klippel-Trenaunay-Weber syndrome,"Parkes Weber 증후군(Parkes Weber syndrome),Klippei-Trenaunay 증후군(Klippei-Trenaunay syndrome),Kasabach-Merritt 증후군(Kasabach-Merritt syndrome),혈관 골 비후 증후군(angioosteohypertrophy syndrome),피하 모세혈관 기형(cutaneous capillary malformation),선천성 혈관성 반점(congenital vascular nevus),모세혈관종(capillary hemangioma),포트 와인 혈관종(port-wine stain),","피하 혈관종, 정맥류성 정맥, 사지의 편측 비대 ","명확한 원인은 밝혀져 있지 않음 , 염색체 이상과 관련 유전자의 변이 ","특징적인 임상 양상 , 칼라 duplex 초음파 , 동맥조영술 ","보존적 요법 , 수술요법 , 경화요법 , 레이저 치료 , 혈관 색전술 "
922,"선천 기형,변형 및 염색체 이상(Q00-Q99)",클리펠-파일증후군,Klippel-Feil syndrome,"선천성 경추 결합(Congenital synostosis of cervical spine),cervical vertebral fusion (cervical vertebral fusion ),","경부 운동 제한, 귀머거리(15-35%)), 낮은 후경부 모발선, 동반 기형(척추 측만증(60%), 비뇨기계 이상(15-35%)",2개 이상의 경추가 선천성으로 융합,"짧은 목, 경부 운동 제한 및 낮은 후경부 모발선의 의삼주징의 특징적인 임상양상 ,  방사선상 경추부 척추체의 유합","능동적 및 수동적 물리 운동을 통하여 경추 운동 범위를 최대한 유지 ,  증상이 있은 환자에서는 불안정성이나 퇴행성 변화가 심한 부위에 대한 유합술"
923,"선천 기형,변형 및 염색체 이상(Q00-Q99)",클리프스트라 증후군,Kleefstra syndrome,"Chromosome 9q34.3 deletion syndrome,9q- syndrome,9q subtelomeric deletion syndrome,","정신운동지연，선천성 심질환, 발작, 비만, 수면 장애, 지능 저하, 언어지연, 얼굴기형",유전자이상,유전자검사,보존적 치료
924,"선천 기형,변형 및 염색체 이상(Q00-Q99)",키아리-프롬멜 증후군,Chiari Frommel syndrome,"프롬멜-키아리 증후군(Frommel-Chiari syndrome),유루-자궁위축(Lactation-Uterus Atrophy),산후 유루-무월경 증후군(Postpartum Galactorrhea-Amenorrhea syndrome),Forbes-Albright 증후군(Forbes-Albright syndrome),Ahumada-del Castillo 증후군(Ahumada-del Castillo syndrome),","젖 분비 과다, 무배란, 무월경","원인 불명, 시상하부/뇌하수체 호르몬 분비 이상, 뇌하수체 선종","임상 증상, 뇌영상 검사, 프로락틴, 생식샘자극호르몬(고나도트로핀) 검사","브로모크립틴, 수술적 치료"
925,근육골격계통 및 결합조직의 질환(M00-M99),키엔벡 병,Kienbocks disease,"월상골 무혈성 괴사(avascular necrosis  of lunate bone),","손목 통증과 강직, 움직임의 제한",손목 부상 및 혈행 공급의 부족,"임상증상, 방사선학적인 변화(X-ray, MRI)","보존적 치료, 수술"
926,"내분비,영양 및 대사 질환(E00-E90)",타루이 병,Tarui’s disease,"제 7형 당원 축적병(Glycogen storage disease VII),근육의 당원병 VII형(Glycogen Disease of Muscle, Type VII),당원 축적병 VII(Glycogen Storage Disease VII),글리코겐증 VII형(Glycogenosis Type VII),근육 포스포프룩토키나아제 결핍증(Muscle Phosphofructokinase Deficiency),포스포프룩토키나아제 결핍(부족)증(Phosphofructokinase Deficiency),","근육 경련, 미오글로불린뇨증(Myoglobulinuria), 신부전, 운동 후 통증, 피로",포스포프룩토키나아제(Phosphofructokinase)의 결핍,"혈액검사,  소변검사,  근육생검","대증요법,  지지요법,  식이요법,  글루카곤,  유전상담"
927,"선천 기형,변형 및 염색체 이상(Q00-Q99)",타우시그-빙증후군,Taussig-Bing syndrome,"양대혈관우실기시,",성장지연,구심실연의 존속,"심전도, X-ray","완화치료, 수술적 치료"
928,"선천 기형,변형 및 염색체 이상(Q00-Q99)",타운즈-브록스 증후군,Townes-Brocks syndrome,"신장-귀-항문-노뼈 증후군(Renal-ear-anal-radial syndrome),REAR 증후군(REAR syndrome),Townes-Brocks-Branchiootorenal 유사 증후군(Townes-Brocks-Branchiootorenal-like syndrome),","항문 기형, 엄지손가락 기형, 귓바퀴 기형",SALL1 유전자 돌연변이,"임상적 증상, 유전자 검사","항문 기형의 즉시 수술적 교정, 손의 심한 기형 수술적 치료, 심장 기형의 치료, 말기신부전시 혈액 투석 또는 콩팥이식, 청력이상의 조기 치료"
929,"선천 기형,변형 및 염색체 이상(Q00-Q99)",탄력 섬유성 가황색종,Pseudoxanthoma Elasticum (Gronblad-Standberg syndrome ),"Synonyms of Pseudoxanthoma Elasticum(PXE),Elastosis dystrophica syndrome(Obsolete),Gronblad-Strandberg syndrome,Systemic elastorrhexis(Obsolete),","피부의 변화, 시력 상실, 동맥의 석회화,  위장 출혈, 심장혈관 질환",ABC-C6 유전자의 돌연변이,피부와 눈의 임상증상과 검사,증상별 전문의의 치료와 지지 요법
930,"내분비,영양 및 대사 질환(E00-E90)",탄지에르병,Tangier disease,"제1형 고밀도지단백결핍증(High density lipoprotein deficiency, type 1), 탄지에르형 고밀도지단백결핍증( High density lipoprotein deficiency, tangier type), 무알파지단백혈증( analphalipoproteinemia),","각막혼탁 (Cloudy cornea), 간종대 (Enlarged liver), 낮은 혈중 HDL 농도, 높은 혈중 중성지방(triglyceride)",유전자의 돌연변이(ABCA1 유전자),"임상양상,  혈액 검사,  유전검사 (ABCA1 유전자 돌연변이)",대증요법
931,"내분비,영양 및 대사 질환(E00-E90)",탈수소효소피루브산염의 결핍,Deficiency of dehydrogenase pyruvate,"초성포도당염 탈수소효소 결핍증 또는 피루브산 탈수소효소 결핍증(Pyruvate dehydrogenase deficiency),탈수소효소 초성포도당염 결핍증(PDH deficiency (Pyruvate Dehydrogenase Deficiency),초성포도당염 탈수소효소 결핍증(Pyruvate dehydrogenase Deficiency),탈수소효소 초성포도당염 결핍증을 동반한 간헐성 조화운동불능증(itermittent ataxia with pyruvate dehydrogenase deficiency),탄수화물 민감성을 동반한 젖산혈증과 피루브산염(초성포도당염) 산혈증(lactic and pyruvate acidemia with carbohydrate sensitivity),간헐성 조화운동불능증과 허약감을 동반한 젖산혈증과 피루브산염(초성포도당염) 산혈증(lactic and pyruvate acidemia with episodic ataxia and weakness),피루브산 탈수소효소 결핍(PDCD or Pyruvate dehydrogenase complex Deficiency)),","젖이나 우유를 잘 빨지 못함, 기면, 조화운동불능(Ataxia), 운동능력의 발달지연 ","유전자(PHE1A, PDX1)의 돌연변이, 상염색체 열성 형질로 유전 ","혈액검사, 혈장과 소변검사, 뇌척수액검사, MRI, 조직 생검 ","식이요법(케톤생성 식이), 보조인자 보충, 유전상담 "
932,"선천 기형,변형 및 염색체 이상(Q00-Q99)",터너 증후군,Turner’s syndrome,"45, X 증후군(45, X Syndrome),X 염색체, X 홑염색체(Chromosome X, Monosomy X),생식샘 발생장애 (45,X)(Gonadal Dysgenesis (45,X)),생식샘 발생장애 (XO)(Gonadal Dysgenesis (XO)),X 홑염색체(Monosomy X),몰가니-터너-알브라이트 증후군(Morgagni-Turner-Albright Syndrome),난소 왜소증, 터너 타입(Ovarian Dwarfism, Turner Type),난소 무형성, 터너 타입(Ovarian Aplasia, Turner Type),날개 림프관확장증(Pterygolymphangiectasia),터너-바니 증후군(Turner-Varny Syndrome),XO 증후군(XO Syndrome),스체레쉬브키-터너 증후군(Schereshevkii-Turner Syndrome),","작은 키(왜소증), 사춘기(2차 성징) 발달이 안 되거나 미약, 익상경, 귀의 기형, 네안각주름, 높고 좁은 입천장, 소하악증, 성선부전증, 심장질환, 신장질환, 골다공증, 2형 당뇨병, 갑상선 기능 저하증, 난소암","정확한 원인이 알려지지 않았지만, 부모의 성세포의 분열 동안 문제가 생겨 X염색체가 결여되거나 결손되어 나타나는 것으로 추정됨","세포유전학적 검사(핵형분석), 말초혈액검사, 심장ㆍ혈액검사,  신장초음파 검사 및 골반 초음파 검사","유전상담, 약물요법(성장장애: 성장호르몬 제제, 유전상담, 약물요법(성장장애: 성장호르몬 제제, 여성호르몬 제제, 스테로이드 제제 등),  수술요법"
933,소화기계통의 질환(K00-K93),터프팅 장증,Tufting enteropathy,"Intestinal epithelial dysplasia,Congenital enteropathy,Congenital familial intractable diarrhea with enterocytes assembly abnormalities,","성장 부진, 소화흡수장애, 식도폐쇄, 안면기형, 출생초기에 발생하는 난치성 수양성설사, 항문폐쇄등","장의 상피세포층의 위축, 기저막의 이상소견","발병 시기 및 특징적인 임상 양상, 소장의 조직검사 등을 통해 진단",
934,신생물(C00-D48),털세포백혈병,Hairy-cell leukaemia,"HCL, Leukemic Reticuloendotheliosis,","피로, 전신 위약감, 발열, 야간 발열, 체중 감소, 비장비대, 멍, 감염",원인불명,골수검사,"비장절제술, 항암화학요법"
935,"내분비,영양 및 대사 질환(E00-E90)",테이-삭스병,Tay-Sachs’ disease,"GM2 강글리오사이드증(GM2 Gangliosidosis ),","간비장비대, 근긴장이상, 운동 실조증, 대두증, 발달장애, 불규칙한 안구운동, 정신질환, 척수전각 질환, 황반 변성소견  ","헥소사미니다제(Hexosaminidase A: Hex A) 효소의 결핍, 상염색체 열성유전 ","안저검사(황반 앵두반점, cherry-red spot), 소변에서의 올리고당류의 검출, 피부조직검사, 효소활성도 검사(헥소스아미니다제), 유전자검사  ",치료방법 없음 
936,신경계통의 질환(G00-G99),톨로사헌트 증후군,Tolosa-Hunt Syndrome ,"통증눈근육마비(Painful ophthalmoplegia),해면정맥동증후군(Cavernous sinus syndrome),해면정맥동 육아종증(Cavernous sinus granulomatosis),톨로사헌트 안근마비(Tolosa-Hunt ophthalmoplegia),","눈 근육의 약화, 마비와 함께 측면과 뒷면 눈 주위의 통증",아직 알려지지 않음.,"자기공명영상(MRI),  자기공명혈관조영술(MRA),  디지털감산혈관조영술(DSA),          전산화단층촬영술(CT)",약물요법(스테로이드)
937,정신 및 행동 장애(F00-F99),투렛 증후군,Tourette syndrome,"뚜렛 장애(Tourette's Disorder),뚜렛증후군(Tourettes syndrome),","다발성의 운동틱, 한 가지 또는 그 이상의 음성틱이 나타남 ","중추신경계의 발달과정 중 유전적인 요소, 환경적인 요소가 상호작용 또는 도파민이 신경 회로에서 작용하는 데 이상을 보이는 증거들이 보고 됨, 아직 확실하게 밝혀진 바는 없음",주요증상과 이로 인한 기능적인 측면에 대한 임상적인 평가 (DSM-Ⅳ 진단기준),"약물치료 , 행동치료 , 신경수술적 치료"
938,"선천 기형,변형 및 염색체 이상(Q00-Q99)",트레처-콜린스 증후군,Treacher Collins Syndrome,"프란체스쉐티-쯔발렌-클라인 증후군(Franceschetti-Zwalen-Klein Syndrome),아래턱 얼굴뼈 발생이상(MFD1),아래턱 얼굴뼈 발생이상(Mandibulofacial Dysostosis),트레처콜린스 증후군(TCS),트레처콜린스 프린체스쉐티 증후군 1(Treacher Collins-Franceschetti Syndrome 1),"," 두개안면기형(광대뼈의 형성부전, 소하악증, 큰입증, 치아의 부정교합, 입천장 기형, 소이증 등) ","TREACLE (TCOF1)’ 이라 불리는 유전자의 이상, 상염색체 우성으로 유전","특징적인 외모와 임상증상을 통해서 진단, 초음파 검사, 특성화된 X-ray 검사,  유전자검사","유전상담, 정기적 검사, 검안경, 기형에 대한 교정술, "
939,"내분비,영양 및 대사 질환(E00-E90)",트리메틸아민뇨증,Trimethylaminuria,"생선냄새증후군(Fish Odor Syndrome),플라빈 함유하는 모노옥시저네이스 3(Flavin Containing Monooxygenase 3),상한 생선 증후군(Stale Fish Syndrome),","생선 썩는 냄새, 고혈압, 빈혈",염색체 1q23-q25에 위치하는 FMO3 유전자 ,"냄새, 소변검사, 유전자검사(분자유전학적 검사)","식이요법, 살균 항생제, 유전상담"
940,"내분비,영양 및 대사 질환(E00-E90)",트립토판 대사장애,Disorder of tryptophan metabolism,"Hartnup disorder,tryptophan pyrrolase deficiency,","피부에 광과민성 발적, 걸음걸이의 이상, 언어장애, 지능장애",tryptophan pyrrolase 효소 결핍,"소변검사, SLC6A19 유전검사","대증치료, 영양치료"
941,혈액 및 조혈기관의 질환과 면역기전을 침범하는 특정장애(D50-D89),특발성 무형성빈혈,Idiopathic aplastic anaemia,"재생불량성 빈혈(Acquired aplastic anemia),","무기력, 피곤감, 두통, 호흡곤란, 반상출혈, 코피, 생리과다, 잇몸출혈, 감염, 빈맥","원인을 알 수 없는 경우가 많으나, 세포독성 T림프구에 의한 골수의 전구세포 및 조혈모세포의 손상에 기인","골수검사, 말초혈액검사","면역억제치료, 동종골수이식"
942,호흡기계통의 질환(J00-J99),특발성 폐 혈색소증,Idiopathic pulmonary hemosiderosis (IPH) ,"성인성호흡곤란증후군(Adult Respiratory Distress Syndrome (ARDS)),면역복합체병(Immune Complex Disease),허파꽈리 출혈(intra-alveolar bleeding),","빈호흡, 호흡곤란, 빈맥, 청색증, 발열, 성장부전","심폐기능의 이상, 감염과 그 합병증, 기관지확장증, 신생물, 독소 등","진단검사의학과 검사, 영상검사- 흉부촬영, CT 촬영, 핵의학 검사","산소보충 요법, 수혈, 호흡지지요법, 환기능력 보조, 면역억제 요법, 식이요법"
943,호흡기계통의 질환(J00-J99),특발성 폐섬유증,Idiopathic pulmonary fibrosis,"통상형 간질성 폐렴(Usual interstitial pneumonia (UIP)),cryptogenic fibrosing alveolitis (CFA) ,","마른 기침, 호흡곤란",원인 불명 ,"병력 ,  진찰소견 ,  폐기능검사 ,  방사선검사(단순흉부 X-선, 고해상도 흉부 CT) ,  기관지폐포세척술 ,  폐조직검사(개흉폐생검) ","현재로는 효과가 입증된 약물 치료법은 없으나, 임상시험이 활발히 이루어지고 있는 몇 가지 약제에 대한 결과들이 속속 발표되고 있음. 폐이식 "
944,신생물(C00-D48),특발성 혈소판 증가증,Essential thrombocytosis ,"특발성 출혈성 고혈소판증(Essential hemorrhagic thrombocythemia),특발성 혈소판 증가증(Essential thrombocytosis/thrombocythemia, ET),특발성 고혈소판증(Idiopathic thrombocythemia),특발성 혈소판 증가증(Idiopathic thrombocytosis),일차성 고혈혈소판증 (Primary thrombocythemia),","무증상, 두통, 시각장애, 비전형적 흉통, 혈전증, 출혈",특발성(미상),"혈액검사, 세포유전학적 검사","경과관찰, 하이드록시유레아(hydroxyurea), anagrelide, 아스피린"
945,혈액 및 조혈기관의 질환과 면역기전을 침범하는 특정장애(D50-D89),특발성 혈소판감소성 자반,Idiopathic thrombocytopenic purpura,"특발성 혈소판 감소성 자반증(ITP),자반증 출혈성 ITP(Purpura Hemorrhagica ITP)),베를호프 병(Werlhof disease),","피부의 자반, 출혈 등",자가면역질환,혈액검사,"약제사용, 비장절제술 등"
946,"내분비,영양 및 대사 질환(E00-E90)",티로신 수산화효소 결핍증,Tyrosine hydroxylase deficiency,"Segawa syndrome, recessive ,",근긴장저하,상염색체 열성,"뇌척수액 내에서 HVA, MHPG, 5-HIAA",저용량의 L-도파
947,"내분비,영양 및 대사 질환(E00-E90)",티아민결핍,Thiamine deficiency,"각기병(Beriberi), 베르니케-코르사코프 증후군(Wernike-Korsakoff syndrome), 아급성 소뇌성 변성(Cerebellar Degeneration, subacute),","말초 신경염, 보행 장애, 의식 실조, 기억력 장애, 심부전","만성 알코올 중독,  지속적인 금식이나 만성 영양 결핍으로 장기간 정맥 내 영양 공급을 하고 있는 환자,  신경성 식욕부진,  중증 임신성 구토,  만성 혈액 투석 환자,  위 배출부 폐쇄 환자,  암이나 AIDS 등의 만성질환","임상 증상과 치료에 대한 반응을 통해 진단. , 혈청 thiamine 측정과 전혈에서 transketolase 의 활성도를 측정",티아민 투여
948,"내분비,영양 및 대사 질환(E00-E90)",파란 기저귀 증후군,Blue Diaper Syndrome,"드럼몬드 증후군(Drummond’s Syndrome), 신장석회증과 인디칸뇨를 동반한 가족성 고칼슘혈증( Hypercalcemia, Familial, with Nephrocalcinosis and Indicanuria ), 트립토판 흡수장애( Tryptophan Malabsorption),","구토, 변비, 성장지연, 시력감퇴, 식욕부진, 신부전, 안절부절 못함, 열",상염색체 또는 X 염색체 연관(성염색체)열성으로 유전,"환자들에게 나타나는 증상들과 신체 소견,  임상 검사를 통해 진단","칼슘의 섭취를 제한,  단백질의 섭취량도 제한,  항생제를 사용,  대증요법,  지지요법,  유전상담"
949,"선천 기형,변형 및 염색체 이상(Q00-Q99)",파운튼 증후군,Fountain syndrome,"Melkersson-Rosenthal Syndrome ,","지능 저하, 감각신경난청, 골격계 이상, 비정상적 얼굴 모양","원인 미상, 상염색체 열성 유전","임상 소견, X-ray, 청력검사",특별한 치료는 없음
950,"선천 기형,변형 및 염색체 이상(Q00-Q99)",파이퍼 증후군,Pfeiffer syndrome,"Noack증후군(Noack syndrome ), 첨두합지증 5형( Acrocephalosyndactyly type 5 ), 두개안면-골격-피부 이형성증 (  Craniofacial-skeletal-dermatologic dysplasia ),","두개골 조기유합증, 안면 기형, 청력 상실",FGFR1와 FGFR2  유전자 돌연변이 ,"임상 증상 ,  방사선학적 검사 ,  유전자 분석 ","성형외과, 신경외과, 정형외과적 수술"
951,근육골격계통 및 결합조직의 질환(M00-M99),파젯 병,Paget disease ,"변형성 골염 (Osteitis deformans ), 뼈의 파젯병 ( Pagets Disease of Bone ),","관절염, 뼈가 약하고 골절이 잘되며 변형이 초래됨, 청력상실","정확한 원인은 밝혀지지 않음 ,  유전적 요인, 환경요인, 감염, 내분비 장애, 자가면역질환 등과 관련 있음 ","방사선 검사 ,  혈액검사-알칼리성 포스파타제(alkaline phosphatase) ,  뼈 스캔(bone scan) ","약물치료,  외과적 수술 ,  작업치료 ,  물리치료 ,  언어치료 "
952,신경계통의 질환(G00-G99),파킨슨병,Parkinson’s disease,"약물유발 파킨슨병(Drug-Induced Parkinsonism),떨림마비(Paralysis Agitans),파킨슨병(Parkinsonism),뇌염후 파킨슨병(Postencephalitic Parkinsonism),이차 파킨슨병(Secondary Parkinsonism),진전마비(Shaking Palsm),증후성 파킨슨병(Symptomatic Parkinsonism),","불수의적인 떨림, 근육 강직, 운동완서(Bradykinesia), 균형 잡기가 어려워짐 ",도파민 생성의 이상으로 밝혀졌으나 근본적으로 유전적 환경적 소인이 복합적으로 작용하여 질병이 발생된다고 추측,"환자의 과거력, 신체 검진, 다양한 진단 검사, 컴퓨터 단층 촬영(CT), 자기공명영상(MRI)  ","약물치료, 수술적치료, 물리치료 "
